ryeowook	41	11.20	27	0.658536585366
muluzi	38	11.28	25	0.657894736842
dealfe	61	10.80	40	0.655737704918
lmao	1516	7.59	986	0.650395778364
leuk	40	11.23	26	0.65
newswatch	261	9.35	169	0.647509578544
gynecol	45	11.11	29	0.644444444444
kyuhyun	42	11.18	27	0.642857142857
wnn	39	11.25	25	0.641025641026
net10	83	10.50	53	0.638554216867
leeteuk	166	9.80	106	0.638554216867
nudism	130	10.05	83	0.638461538462
kfrog	85	10.47	54	0.635294117647
xclusiv	430	8.85	272	0.632558139535
90025	92	10.39	58	0.630434782609
smallman	112	10.20	70	0.625
bisni	53	10.95	33	0.622641509434
wartrol	45	11.11	28	0.622222222222
annisa	50	11.00	31	0.62
astricon	50	11.00	31	0.62
wiaw	47	11.07	29	0.617021276596
nablopomo	379	8.98	232	0.612137203166
kimberlin	54	10.93	33	0.611111111111
tafseer	41	11.20	25	0.609756097561
ardea	51	10.98	31	0.607843137255
ikeji	119	10.14	72	0.605042016807
brooklynnet	52	10.96	31	0.596153846154
kexp	89	10.43	53	0.595505617978
wbbm	206	9.59	121	0.587378640777
urlach	2067	7.28	1213	0.586840832124
gwt	277	9.29	162	0.584837545126
peai	160	9.84	93	0.58125
eversav	99	10.32	57	0.575757575758
riverina	73	10.63	42	0.575342465753
grap	61	10.80	35	0.573770491803
illingworth	89	10.43	51	0.573033707865
searchcap	49	11.02	28	0.571428571429
igigi	81	10.52	46	0.567901234568
unmc	60	10.82	34	0.566666666667
nysearcaslv	53	10.95	30	0.566037735849
lowongan	71	10.65	40	0.56338028169
wbz	135	10.01	76	0.562962962963
panchang	48	11.04	27	0.5625
dionyso	57	10.87	32	0.561403508772
fitflop	185	9.70	103	0.556756756757
nghe	54	10.93	30	0.555555555556
dutram	58	10.86	32	0.551724137931
chrisett	122	10.11	67	0.549180327869
brg	84	10.48	46	0.547619047619
luminox	55	10.91	30	0.545454545455
sungmin	48	11.04	26	0.541666666667
powercard	61	10.80	33	0.540983606557
wqyk	61	10.80	33	0.540983606557
appstar	78	10.56	42	0.538461538462
ahca	67	10.71	36	0.537313432836
sportscent	802	8.23	428	0.533665835411
kerja	77	10.57	41	0.532467532468
faton	187	9.68	99	0.529411764706
mongoid	51	10.98	27	0.529411764706
acop	84	10.48	44	0.52380952381
dienhart	93	10.38	48	0.516129032258
bx	2161	7.24	1114	0.515502082369
activerecord	137	10.00	70	0.510948905109
lifehous	94	10.37	48	0.510638297872
wwwmyidenticocom	49	11.02	25	0.510204081633
joong	116	10.16	59	0.508620689655
argirelin	61	10.80	31	0.508196721311
cryptozoolog	124	10.10	63	0.508064516129
apk	1269	7.77	644	0.507486209614
nanowrimo	3169	6.85	1603	0.505837803724
vimax	92	10.39	46	0.5
hyip	74	10.61	37	0.5
phuoc	50	11.00	25	0.5
terbaru	50	11.00	25	0.5
hcmc	110	10.22	55	0.5
koodankulam	52	10.96	26	0.5
murah	78	10.56	39	0.5
vrng	115	10.17	57	0.495652173913
enlac	71	10.65	35	0.492957746479
phuc	55	10.91	27	0.490909090909
nysegld	51	10.98	25	0.490196078431
duong	153	9.89	75	0.490196078431
eunhyuk	90	10.42	44	0.488888888889
nysearcagld	88	10.44	43	0.488636363636
helliwel	76	10.58	37	0.486842105263
jyj	74	10.61	36	0.486486486486
desteni	267	9.33	129	0.483146067416
zolciak	162	9.83	78	0.481481481481
eldredg	125	10.09	60	0.48
liebster	71	10.65	34	0.478873239437
vendita	90	10.42	43	0.477777777778
saveolog	111	10.21	53	0.477477477477
weeknd	553	8.60	264	0.4773960217
p90x	765	8.28	365	0.477124183007
locksmith	869	8.15	414	0.476409666283
openski	78	10.56	37	0.474358974359
gresh	76	10.58	36	0.473684210526
adjani	55	10.91	26	0.472727272727
akoya	72	10.64	34	0.472222222222
webservic	419	8.88	197	0.470167064439
chowhound	81	10.52	38	0.469135802469
glutamin	226	9.49	106	0.469026548673
trx	710	8.35	333	0.469014084507
yaoi	60	10.82	28	0.466666666667
burruss	105	10.26	49	0.466666666667
hoonivers	58	10.86	27	0.465517241379
aedm	58	10.86	27	0.465517241379
incourag	58	10.86	27	0.465517241379
symbian3	125	10.09	58	0.464
paleo	1333	7.72	618	0.463615903976
django	1863	7.39	858	0.460547504026
liberalconserv	83	10.50	38	0.457831325301
mifar	59	10.84	27	0.457627118644
sportsxchang	185	9.70	84	0.454054054054
tinh	95	10.36	43	0.452631578947
suleman	672	8.41	304	0.452380952381
belstaff	564	8.58	255	0.452127659574
kimbra	177	9.74	80	0.45197740113
nadya	700	8.36	316	0.451428571429
shahrukh	575	8.56	259	0.450434782609
ninh	171	9.77	77	0.450292397661
joomla	2027	7.30	911	0.449432659102
revitol	239	9.44	107	0.44769874477
newhousesu	65	10.74	29	0.446153846154
dr4ward	65	10.74	29	0.446153846154
gdragon	79	10.55	35	0.443037974684
eurousd	70	10.67	31	0.442857142857
sistar	61	10.80	27	0.44262295082
quang	351	9.05	155	0.441595441595
agnc	59	10.84	26	0.440677966102
sharefil	59	10.84	26	0.440677966102
n97	137	10.00	60	0.43795620438
syracuseu	64	10.76	28	0.4375
mansi	110	10.22	48	0.436363636364
phen375	140	9.97	61	0.435714285714
menciu	83	10.50	36	0.433734939759
kyw	151	9.90	65	0.430463576159
harnisch	84	10.48	36	0.428571428571
luong	84	10.48	36	0.428571428571
burien	214	9.55	91	0.42523364486
woolrich	1382	7.68	587	0.424746743849
khanh	71	10.65	30	0.422535211268
natina	516	8.67	218	0.422480620155
warszawa	64	10.76	27	0.421875
tracfon	119	10.14	50	0.420168067227
powershel	884	8.13	371	0.419683257919
emac	340	9.09	142	0.417647058824
yuliya	106	10.25	44	0.415094339623
lastest	1045	7.96	433	0.414354066986
clarksvil	447	8.81	185	0.413870246085
radk	78	10.56	32	0.410256410256
lachei	295	9.23	121	0.410169491525
minecraft	1738	7.46	710	0.408515535098
cuzco	76	10.58	31	0.407894736842
bacharach	143	9.95	58	0.405594405594
phantogram	79	10.55	32	0.405063291139
binh	336	9.10	136	0.404761904762
hyperposit	62	10.79	25	0.403225806452
arquitecto	87	10.45	35	0.402298850575
otw	97	10.34	39	0.40206185567
5530	142	9.96	57	0.401408450704
emv	197	9.63	79	0.401015228426
vietnamnet	197	9.63	79	0.401015228426
mblaq	65	10.74	26	0.4
pharmacol	70	10.67	28	0.4
parajump	178	9.73	71	0.398876404494
fieg	113	10.19	45	0.398230088496
totsi	206	9.59	82	0.398058252427
bedingfield	176	9.75	70	0.397727272727
bdrip	238	9.44	94	0.394957983193
epik	71	10.65	28	0.394366197183
lotro	94	10.37	37	0.393617021277
deac	89	10.43	35	0.393258426966
prestashop	163	9.82	64	0.39263803681
negi	186	9.69	73	0.39247311828
rspec	186	9.69	73	0.39247311828
tvxq	64	10.76	25	0.390625
phu	205	9.59	80	0.390243902439
huong	111	10.21	43	0.387387387387
kimo	75	10.60	29	0.386666666667
vanderpump	140	9.97	54	0.385714285714
draya	135	10.01	52	0.385185185185
letten	65	10.74	25	0.384615384615
zevon	112	10.20	43	0.383928571429
publix	812	8.22	311	0.383004926108
xcx	71	10.65	27	0.380281690141
owlet	79	10.55	30	0.379746835443
kroger	1591	7.54	603	0.379006913891
shizuoka	77	10.57	29	0.376623376623
thanh	479	8.74	180	0.375782881002
cohe	88	10.44	33	0.375
wmn	104	10.27	39	0.375
giang	152	9.89	57	0.375
vinh	147	9.93	55	0.374149659864
bidu	115	10.17	43	0.373913043478
middleboro	83	10.50	31	0.373493975904
antiviru	4462	6.51	1665	0.373151053339
gibbard	193	9.65	72	0.373056994819
dunni	110	10.22	41	0.372727272727
futsal	199	9.62	74	0.371859296482
rvbd	78	10.56	29	0.371794871795
hdrip	167	9.80	62	0.37125748503
witten	1808	7.42	666	0.368362831858
tarot	1319	7.73	484	0.366944655042
notd	90	10.42	33	0.366666666667
dnkn	74	10.61	27	0.364864864865
kidbig	118	10.14	43	0.364406779661
ngoc	151	9.90	55	0.364238410596
borderstan	121	10.12	44	0.363636363636
vbnet	385	8.96	140	0.363636363636
goty	347	9.07	126	0.363112391931
silversea	80	10.53	29	0.3625
epiphon	158	9.85	57	0.360759493671
durk	75	10.60	27	0.36
fdle	139	9.98	50	0.359712230216
penpal	190	9.67	68	0.357894736842
breakingnew	260	9.35	93	0.357692307692
kmp	101	10.30	36	0.356435643564
lucker	416	8.88	148	0.355769230769
dvdrip	1479	7.62	526	0.355645706558
zenawi	155	9.87	55	0.354838709677
dewalt	266	9.33	94	0.353383458647
keyshia	346	9.07	122	0.352601156069
warcrim	88	10.44	31	0.352272727273
naturallyspeak	88	10.44	31	0.352272727273
eforc	74	10.61	26	0.351351351351
lancel	781	8.25	273	0.349551856594
digiacomo	83	10.50	29	0.349397590361
heem	72	10.64	25	0.347222222222
swtor	222	9.51	77	0.346846846847
xillia	81	10.52	28	0.345679012346
ovc	116	10.16	40	0.344827586207
tvd	183	9.71	63	0.344262295082
ghd	1635	7.52	562	0.34373088685
babyrazzi	201	9.61	69	0.34328358209
benicio	134	10.02	46	0.34328358209
blogfest	76	10.58	26	0.342105263158
caillat	173	9.76	59	0.341040462428
duc	239	9.44	81	0.338912133891
trefi	83	10.50	28	0.33734939759
stodden	190	9.67	64	0.336842105263
hoang	338	9.09	113	0.334319526627
nostradamu	252	9.39	84	0.333333333333
bosu	105	10.26	35	0.333333333333
jonghyun	84	10.48	28	0.333333333333
hcg	632	8.47	209	0.330696202532
vijayawada	106	10.25	35	0.330188679245
stuhrl	103	10.28	34	0.330097087379
freerol	201	9.61	66	0.328358208955
domm	131	10.04	43	0.328244274809
hcm	448	8.81	147	0.328125
naruto	561	8.59	184	0.32798573975
phuong	122	10.11	40	0.327868852459
kwara	113	10.19	37	0.327433628319
sema	1900	7.37	622	0.327368421053
skyzoo	80	10.53	26	0.325
sufjan	179	9.73	58	0.324022346369
dinh	343	9.08	111	0.32361516035
heroku	470	8.76	152	0.323404255319
unm	226	9.49	73	0.323008849558
zulili	223	9.51	72	0.322869955157
afm	719	8.34	232	0.322670375522
abercrombi	6605	6.12	2129	0.322331566995
ceelo	699	8.37	225	0.321888412017
sk8hi	87	10.45	28	0.32183908046
padukon	187	9.68	60	0.320855614973
snsd	94	10.37	30	0.31914893617
hyuna	113	10.19	36	0.318584070796
gmcr	85	10.47	27	0.317647058824
truong	278	9.29	88	0.31654676259
beckow	79	10.55	25	0.316455696203
mazzarri	117	10.15	37	0.316239316239
apolo	386	8.96	122	0.316062176166
printabl	8280	5.89	2615	0.315821256039
narconon	206	9.59	65	0.315533980583
kroeger	298	9.22	94	0.315436241611
kde	536	8.63	169	0.315298507463
lozada	273	9.31	86	0.315018315018
iyanla	89	10.43	28	0.314606741573
yelawolf	121	10.12	38	0.314049586777
hastac	102	10.29	32	0.313725490196
magento	826	8.20	259	0.313559322034
ralph	18716	5.08	5865	0.313368241077
wallmonkei	150	9.90	47	0.313333333333
ugg	17567	5.14	5503	0.313257812945
mingna	115	10.17	36	0.313043478261
coolpix	457	8.79	143	0.312910284464
artpop	144	9.95	45	0.3125
paypass	157	9.86	49	0.312101910828
cebu	1194	7.83	372	0.311557788945
macklemor	199	9.62	62	0.311557788945
vodacom	122	10.11	38	0.311475409836
visalu	122	10.11	38	0.311475409836
epl	1041	7.97	324	0.311239193084
shoprit	283	9.27	88	0.310954063604
quoc	177	9.74	55	0.310734463277
ballston	190	9.67	59	0.310526315789
creatin	591	8.53	183	0.309644670051
m40	84	10.48	26	0.309523809524
hye	198	9.63	61	0.308080808081
nagornokarabakh	101	10.30	31	0.306930693069
clin	362	9.02	111	0.306629834254
cudi	304	9.20	93	0.305921052632
nhbpm	105	10.26	32	0.304761904762
horoscop	1375	7.69	419	0.304727272727
stampin	1254	7.78	382	0.304625199362
phong	283	9.27	86	0.303886925795
ohno	405	8.91	123	0.303703703704
tozer	89	10.43	27	0.303370786517
salusa	119	10.14	36	0.302521008403
rvm	119	10.14	36	0.302521008403
neyo	922	8.09	278	0.301518438178
giveawai	19390	5.04	5834	0.300876740588
fslr	163	9.82	49	0.300613496933
hellblaz	110	10.22	33	0.3
jnpr	110	10.22	33	0.3
webmd	820	8.21	246	0.3
xyloto	97	10.34	29	0.298969072165
arterton	184	9.70	55	0.298913043478
lauren	17310	5.16	5170	0.298671288273
xom	365	9.02	109	0.298630136986
rihanna	6819	6.09	2032	0.297990907758
burberri	7572	5.98	2254	0.297675647121
hoppu	84	10.48	25	0.297619047619
montella	101	10.30	30	0.29702970297
1920x1200	108	10.23	32	0.296296296296
wtsp	88	10.44	26	0.295454545455
rumer	166	9.80	49	0.295180722892
trv	139	9.98	41	0.294964028777
jaegerlecoultr	112	10.20	33	0.294642857143
mcommerc	416	8.88	122	0.293269230769
swagbuck	457	8.79	134	0.293216630197
moncler	25113	4.78	7356	0.292916019591
futbol	243	9.42	71	0.292181069959
dayz	145	9.94	42	0.289655172414
ranbir	228	9.49	66	0.289473684211
weevil	242	9.43	70	0.289256198347
calungsod	97	10.34	28	0.288659793814
quattroport	149	9.91	43	0.288590604027
helio	378	8.98	109	0.28835978836
yuga	163	9.82	47	0.288343558282
mechwarrior	118	10.14	34	0.28813559322
pokerstar	361	9.03	104	0.288088642659
seung	205	9.59	59	0.287804878049
tuan	160	9.84	46	0.2875
ashtanga	160	9.84	46	0.2875
movemb	1903	7.36	547	0.287440882817
chiropractor	1977	7.33	567	0.286798179059
khiladi	143	9.95	41	0.286713286713
gamespot	607	8.51	174	0.28665568369
zoya	287	9.26	82	0.285714285714
dhtml	147	9.93	42	0.285714285714
bhavnani	91	10.40	26	0.285714285714
albertson	501	8.70	143	0.285429141717
deepika	246	9.41	70	0.284552845528
armh	88	10.44	25	0.284090909091
prepper	785	8.25	223	0.284076433121
glocc	141	9.97	40	0.283687943262
reznor	244	9.42	69	0.282786885246
mayweath	651	8.44	184	0.282642089094
vallarta	248	9.40	70	0.282258064516
discountmag	280	9.28	79	0.282142857143
soundgarden	380	8.98	107	0.281578947368
m83	206	9.59	58	0.281553398058
tanga	206	9.59	58	0.281553398058
mustain	121	10.12	34	0.280991735537
kareena	452	8.80	127	0.280973451327
mlm	1716	7.47	482	0.280885780886
vna	171	9.77	48	0.280701754386
kweli	171	9.77	48	0.280701754386
thien	132	10.03	37	0.280303030303
alamito	143	9.95	40	0.27972027972
disick	408	8.90	114	0.279411764706
pattinson	4239	6.56	1183	0.279075253598
borgor	263	9.34	73	0.277566539924
brockton	386	8.96	107	0.277202072539
blaqu	459	8.79	127	0.276688453159
cig	1076	7.93	297	0.276022304833
tmnt	145	9.94	40	0.275862068966
sauconi	232	9.47	64	0.275862068966
cotswold	247	9.41	68	0.275303643725
capybara	91	10.40	25	0.274725274725
requin	113	10.19	31	0.274336283186
ora	1120	7.89	307	0.274107142857
gilbrid	135	10.01	37	0.274074074074
oldfield	219	9.53	60	0.27397260274
xlarg	219	9.53	60	0.27397260274
fede	146	9.93	40	0.27397260274
simciti	168	9.79	46	0.27380952381
vuitton	24500	4.81	6701	0.273510204082
nardin	117	10.15	32	0.273504273504
qotd	117	10.15	32	0.273504273504
seraphina	216	9.54	59	0.273148148148
newsradio	546	8.61	149	0.272893772894
hemslei	143	9.95	39	0.272727272727
hellogiggl	187	9.68	51	0.272727272727
dragonborn	246	9.41	67	0.272357723577
wonkett	136	10.00	37	0.272058823529
salida	114	10.18	31	0.271929824561
myhabit	103	10.28	28	0.271844660194
walgreen	2683	7.02	729	0.271710771524
xiaomi	151	9.90	41	0.271523178808
solavei	140	9.97	38	0.271428571429
wicca	424	8.87	115	0.271226415094
jerrod	214	9.55	58	0.271028037383
xplai	181	9.72	49	0.270718232044
bugl	621	8.48	168	0.270531400966
contactless	645	8.45	174	0.26976744186
samui	156	9.87	42	0.269230769231
goos	8688	5.85	2338	0.269106813996
ciara	978	8.03	263	0.268916155419
nutr	134	10.02	36	0.268656716418
coldfus	138	9.99	37	0.268115942029
methadon	646	8.44	173	0.267801857585
talaash	172	9.77	46	0.267441860465
karruech	539	8.63	144	0.267161410019
govan	240	9.43	64	0.266666666667
esrx	109	10.22	29	0.266055045872
webaddress	109	10.22	29	0.266055045872
voorhi	109	10.22	29	0.266055045872
e40	222	9.51	59	0.265765765766
planetsid	128	10.06	34	0.265625
milei	2513	7.09	666	0.265021886192
coupon	36360	4.41	9635	0.2649889989
arian	3041	6.90	805	0.264715554094
grimoir	136	10.00	36	0.264705882353
blink182	189	9.67	50	0.26455026455
sarkodi	148	9.92	39	0.263513513514
riggin	228	9.49	60	0.263157894737
nikon	3272	6.82	860	0.262836185819
dabangg	293	9.24	77	0.262798634812
nike	18294	5.10	4798	0.262271783098
bipasha	145	9.94	38	0.262068965517
nerdist	187	9.68	49	0.262032085561
phaedra	172	9.77	45	0.261627906977
chk	237	9.45	62	0.261603375527
regex	352	9.05	92	0.261363636364
scentsi	138	9.99	36	0.260869565217
netbean	208	9.58	54	0.259615384615
java	8940	5.82	2319	0.259395973154
cvx	293	9.24	76	0.259385665529
idw	302	9.21	78	0.258278145695
anh	337	9.10	87	0.258160237389
minh	1046	7.96	270	0.258126195029
rhoa	159	9.85	41	0.25786163522
darien	458	8.79	118	0.257641921397
samhain	1135	7.88	292	0.257268722467
ludacri	891	8.12	229	0.257014590348
atvi	113	10.19	29	0.256637168142
vvu	141	9.97	36	0.255319148936
astrolog	2059	7.29	525	0.25497814473
wigmor	102	10.29	26	0.254901960784
rehab	7404	6.01	1887	0.254862236629
marcil	106	10.25	27	0.254716981132
2ne1	114	10.18	29	0.254385964912
jersei	104224	3.36	26464	0.253914645379
foxx	898	8.12	228	0.253897550111
zombiewood	130	10.05	33	0.253846153846
kerrigan	788	8.25	200	0.253807106599
matchbox	450	8.81	114	0.253333333333
qcom	237	9.45	60	0.253164556962
ventolin	158	9.85	40	0.253164556962
wbztv	99	10.32	25	0.252525252525
jnj	278	9.29	70	0.251798561151
sac	4411	6.52	1109	0.251416912265
biel	1854	7.39	466	0.251348435814
seo	16440	5.21	4129	0.251155717762
skyrim	929	8.08	233	0.250807319699
ielt	108	10.23	27	0.25
tamera	144	9.95	36	0.25
twx	144	9.95	36	0.25
kailyn	132	10.03	33	0.25
nvda	124	10.10	31	0.25
corddri	148	9.92	37	0.25
b4	513	8.68	128	0.249512670565
rampal	149	9.91	37	0.248322147651
gervasi	141	9.97	35	0.248226950355
sprole	1233	7.80	306	0.248175182482
cabo	674	8.40	167	0.247774480712
putlock	279	9.28	69	0.247311827957
designercon	170	9.78	42	0.247058823529
jpa	162	9.83	40	0.246913580247
degrass	235	9.46	58	0.246808510638
nguyen	1837	7.40	453	0.246597713664
acheb	130	10.05	32	0.246153846154
promark	122	10.11	30	0.245901639344
tameka	179	9.73	44	0.245810055866
sheeran	932	8.08	229	0.245708154506
trion	110	10.22	27	0.245454545455
cana	314	9.17	77	0.245222929936
cotillard	453	8.80	111	0.245033112583
trung	249	9.40	61	0.244979919679
kellan	445	8.82	109	0.244943820225
cityvil	188	9.68	46	0.244680851064
cayc	233	9.46	57	0.244635193133
ootd	135	10.01	33	0.244444444444
niemann	225	9.50	55	0.244444444444
karmin	176	9.75	43	0.244318181818
nly	148	9.92	36	0.243243243243
swizz	486	8.73	118	0.242798353909
schuhe	103	10.28	25	0.242718446602
tammani	297	9.22	72	0.242424242424
safewai	916	8.10	222	0.242358078603
kitsun	161	9.83	39	0.242236024845
leappad	318	9.15	77	0.24213836478
jepsen	1301	7.74	315	0.242121445042
patek	298	9.22	72	0.241610738255
jwoww	534	8.64	129	0.241573033708
galactica	555	8.60	134	0.241441441441
intc	514	8.67	124	0.241245136187
migliorini	228	9.49	55	0.241228070175
haiku	755	8.29	182	0.241059602649
lacross	1059	7.95	255	0.240793201133
hpq	378	8.98	91	0.240740740741
cyclocross	266	9.33	64	0.240601503759
chefvil	104	10.27	25	0.240384615385
mylo	129	10.06	31	0.240310077519
nahb	154	9.88	37	0.24025974026
d5200	179	9.73	43	0.240223463687
doernbech	121	10.12	29	0.239669421488
vtc	209	9.57	50	0.239234449761
jonesdrew	1663	7.50	397	0.23872519543
arcgi	109	10.22	26	0.238532110092
devgn	436	8.84	104	0.238532110092
creflo	407	8.91	97	0.238329238329
priyanka	565	8.58	134	0.237168141593
sizzix	135	10.01	32	0.237037037037
sonakshi	342	9.08	81	0.236842105263
eog	152	9.89	36	0.236842105263
jsf	169	9.79	40	0.236686390533
tyres	131	10.04	31	0.236641221374
hrithik	165	9.81	39	0.236363636364
xperia	1274	7.77	301	0.236263736264
defton	305	9.20	72	0.23606557377
unfccc	161	9.83	38	0.23602484472
nrdc	339	9.09	80	0.23598820059
bollywood	3743	6.69	882	0.235639861074
giamatti	208	9.58	49	0.235576923077
arquett	187	9.68	44	0.235294117647
grpn	234	9.46	55	0.235042735043
livescrib	166	9.80	39	0.234939759036
byne	332	9.11	78	0.234939759036
mayport	166	9.80	39	0.234939759036
kardashian	6459	6.14	1515	0.234556432884
eckhart	226	9.49	53	0.234513274336
battlestar	576	8.56	135	0.234375
wpf	303	9.20	71	0.234323432343
jenel	239	9.44	56	0.234309623431
olpc	150	9.90	35	0.233333333333
aguilera	3332	6.80	776	0.232893157263
madurai	262	9.35	61	0.232824427481
grohl	232	9.47	54	0.23275862069
kor	10990	5.61	2556	0.232575068244
azealia	357	9.04	83	0.232492997199
minaj	4076	6.60	946	0.232090284593
kurupt	354	9.05	82	0.231638418079
wreckit	2371	7.14	548	0.231126107128
polo	8814	5.83	2037	0.231109598366
aquapon	117	10.15	27	0.230769230769
emmitt	529	8.64	122	0.230623818526
saldana	460	8.78	106	0.230434782609
kajal	152	9.89	35	0.230263157895
monch	139	9.98	32	0.230215827338
aishwarya	400	8.92	92	0.23
smulder	161	9.83	37	0.229813664596
jqueri	3883	6.65	892	0.229719289209
brkb	122	10.11	28	0.229508196721
izumi	218	9.53	50	0.229357798165
chopra	1957	7.34	448	0.228921819111
nfpa	118	10.14	27	0.228813559322
budden	223	9.51	51	0.22869955157
louboutin	13489	5.41	3079	0.228260063756
peuterei	504	8.69	115	0.228174603175
sherlyn	114	10.18	26	0.228070175439
padalecki	114	10.18	26	0.228070175439
kaif	677	8.40	154	0.227474150665
wod	853	8.17	194	0.227432590856
giudic	154	9.88	35	0.227272727273
sbux	330	9.12	75	0.227272727273
offerman	286	9.26	65	0.227272727273
phonegap	238	9.44	54	0.226890756303
greentech	150	9.90	34	0.226666666667
fipa	168	9.79	38	0.22619047619
jaan	986	8.02	223	0.2261663286
mccreeri	398	8.93	90	0.226130653266
cyru	3123	6.87	706	0.226064681396
kapoor	1643	7.51	371	0.225806451613
css	7758	5.96	1749	0.225444702243
vuittonn	648	8.44	146	0.225308641975
llaur	293	9.24	66	0.225255972696
bachchan	711	8.35	160	0.225035161744
tboz	200	9.62	45	0.225
bulimia	347	9.07	78	0.224783861671
pharrel	534	8.64	120	0.224719101124
wolfenstein	138	9.99	31	0.224637681159
fiorentina	472	8.76	106	0.224576271186
hemorrhoid	735	8.32	165	0.224489795918
aamir	499	8.70	112	0.224448897796
breitl	575	8.56	129	0.224347826087
rinpoch	116	10.16	26	0.224137931034
csco	348	9.06	78	0.224137931034
php	6617	6.12	1482	0.223968565815
microarrai	277	9.29	62	0.223826714801
bikram	304	9.20	68	0.223684210526
rza	1140	7.88	255	0.223684210526
glanvil	242	9.43	54	0.223140495868
adhd	1708	7.47	381	0.223067915691
zagg	184	9.70	41	0.222826086957
essi	449	8.81	100	0.22271714922
